variant,genre,pc1,pc2
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.820101022720337,-0.5989769101142883
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,2.345444679260254,-0.08328193426132202
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-2.779325008392334,0.29050031304359436
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.659813404083252,-0.4457109272480011
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.4209183156490326,0.06824184209108353
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-1.3871161937713623,0.8185689449310303
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.4070342779159546,1.4708552360534668
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.8517241477966309,1.2763251066207886
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.4159916341304779,0.6834251284599304
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.332756519317627,-0.43380051851272583
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.3830185830593109,-0.04343331605195999
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.3544064164161682,-1.5768214464187622
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.983230710029602,0.9341284036636353
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.9403388500213623,0.3076164424419403
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-1.7480244636535645,1.2952653169631958
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.28988030552864075,-0.022559773176908493
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.4798088073730469,-2.0806784629821777
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-1.5965627431869507,-0.7510856986045837
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,2.198837995529175,1.4690812826156616
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.3290649354457855,-2.577502965927124
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.6783878803253174,1.0715596675872803
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.83477383852005,0.8228982090950012
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.9255625009536743,-1.3585565090179443
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.3472798764705658,0.7292273640632629
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.09653522074222565,0.4363340735435486
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.1728930473327637,-0.13209371268749237
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.14893336594104767,-0.15084770321846008
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.5304358601570129,0.4235236942768097
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,3.997131586074829,2.6456477642059326
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.292072057723999,-2.280221700668335
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.7626591324806213,-0.4035639762878418
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.46887335181236267,2.172060966491699
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-1.501193642616272,-2.0542449951171875
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-1.684957504272461,0.8342255353927612
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.8582198619842529,-0.47682851552963257
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-1.757460355758667,-0.3194284439086914
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.6091690063476562,-1.5686120986938477
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-1.0543813705444336,-0.3521382808685303
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.4085012674331665,0.5012944340705872
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,1.19390070438385,0.9641870856285095
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.6150761842727661,-0.19313868880271912
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,0.9731094837188721,2.385836601257324
tok=REMI|model=MusicBERT|vel=on|quant=off,rock,-0.5264117121696472,-2.046417474746704
